count,nodata,grid_id,station_name,buffer_km,valid_pixels,nodata_pixels,total_pixels,prop_nodata
33,78.0,9286,Dokolo FM,20.0,33,78.0,111.0,0.7027027027027027
35,86.0,9116,Dokolo FM,20.0,35,86.0,121.0,0.7107438016528925
35,75.0,9457,Dokolo FM,20.0,35,75.0,110.0,0.6818181818181818
40,81.0,9287,Dokolo FM,20.0,40,81.0,121.0,0.6694214876033058
48,73.0,9117,Dokolo FM,20.0,48,73.0,121.0,0.6033057851239669
38,72.0,8604,Dokolo FM,20.0,38,72.0,110.0,0.6545454545454545
40,70.0,8945,Dokolo FM,20.0,40,70.0,110.0,0.6363636363636364
35,75.0,8775,Dokolo FM,20.0,35,75.0,110.0,0.6818181818181818
57,43.0,8605,Dokolo FM,20.0,57,43.0,100.0,0.43
51,70.0,8946,Dokolo FM,20.0,51,70.0,121.0,0.5785123966942148
49,72.0,8776,Dokolo FM,20.0,49,72.0,121.0,0.5950413223140496
26,84.0,8606,Dokolo FM,20.0,26,84.0,110.0,0.7636363636363637
49,72.0,8947,Dokolo FM,20.0,49,72.0,121.0,0.5950413223140496
45,76.0,8777,Dokolo FM,20.0,45,76.0,121.0,0.628099173553719
35,75.0,8607,Dokolo FM,20.0,35,75.0,110.0,0.6818181818181818
55,66.0,11486,Dokolo FM,20.0,55,66.0,121.0,0.5454545454545454
23,87.0,11827,Dokolo FM,20.0,23,87.0,110.0,0.7909090909090909
23,98.0,11657,Dokolo FM,20.0,23,98.0,121.0,0.8099173553719008
38,83.0,11487,Dokolo FM,20.0,38,83.0,121.0,0.6859504132231405
27,73.0,11828,Dokolo FM,20.0,27,73.0,100.0,0.73
29,81.0,11658,Dokolo FM,20.0,29,81.0,110.0,0.7363636363636363
42,68.0,11488,Dokolo FM,20.0,42,68.0,110.0,0.6181818181818182
35,75.0,11829,Dokolo FM,20.0,35,75.0,110.0,0.6818181818181818
41,80.0,11659,Dokolo FM,20.0,41,80.0,121.0,0.6611570247933884
55,66.0,11489,Dokolo FM,20.0,55,66.0,121.0,0.5454545454545454
21,79.0,10978,Dokolo FM,20.0,21,79.0,100.0,0.79
28,82.0,10808,Dokolo FM,20.0,28,82.0,110.0,0.7454545454545455
38,83.0,11319,Dokolo FM,20.0,38,83.0,121.0,0.6859504132231405
35,86.0,11149,Dokolo FM,20.0,35,86.0,121.0,0.7107438016528925
13,97.0,10979,Dokolo FM,20.0,13,97.0,110.0,0.8818181818181818
0,121.0,10809,Dokolo FM,20.0,0,121.0,121.0,1.0
40,81.0,11150,Dokolo FM,20.0,40,81.0,121.0,0.6694214876033058
16,94.0,10980,Dokolo FM,20.0,16,94.0,110.0,0.8545454545454545
24,97.0,10810,Dokolo FM,20.0,24,97.0,121.0,0.8016528925619835
4,117.0,11151,Dokolo FM,20.0,4,117.0,121.0,0.9669421487603306
40,70.0,10298,Dokolo FM,20.0,40,70.0,110.0,0.6363636363636364
29,92.0,10639,Dokolo FM,20.0,29,92.0,121.0,0.7603305785123967
33,88.0,10469,Dokolo FM,20.0,33,88.0,121.0,0.7272727272727273
44,77.0,10299,Dokolo FM,20.0,44,77.0,121.0,0.6363636363636364
26,95.0,10640,Dokolo FM,20.0,26,95.0,121.0,0.7851239669421488
42,79.0,10470,Dokolo FM,20.0,42,79.0,121.0,0.6528925619834711
50,71.0,10300,Dokolo FM,20.0,50,71.0,121.0,0.5867768595041323
47,74.0,10641,Dokolo FM,20.0,47,74.0,121.0,0.6115702479338843
68,53.0,10471,Dokolo FM,20.0,68,53.0,121.0,0.4380165289256198
50,71.0,10301,Dokolo FM,20.0,50,71.0,121.0,0.5867768595041323
32,78.0,11830,Dokolo FM,20.0,32,78.0,110.0,0.7090909090909091
33,88.0,11660,Dokolo FM,20.0,33,88.0,121.0,0.7272727272727273
47,74.0,11490,Dokolo FM,20.0,47,74.0,121.0,0.6115702479338843
40,81.0,11320,Dokolo FM,20.0,40,81.0,121.0,0.6694214876033058
36,74.0,11831,Dokolo FM,20.0,36,74.0,110.0,0.6727272727272727
41,80.0,11661,Dokolo FM,20.0,41,80.0,121.0,0.6611570247933884
37,84.0,11491,Dokolo FM,20.0,37,84.0,121.0,0.6942148760330579
22,99.0,11321,Dokolo FM,20.0,22,99.0,121.0,0.8181818181818182
49,61.0,11832,Dokolo FM,20.0,49,61.0,110.0,0.5545454545454546
38,83.0,11662,Dokolo FM,20.0,38,83.0,121.0,0.6859504132231405
2,108.0,10981,Dokolo FM,20.0,2,108.0,110.0,0.9818181818181818
3,118.0,10811,Dokolo FM,20.0,3,118.0,121.0,0.9752066115702479
43,78.0,11152,Dokolo FM,20.0,43,78.0,121.0,0.6446280991735537
28,82.0,10982,Dokolo FM,20.0,28,82.0,110.0,0.7454545454545455
18,103.0,10812,Dokolo FM,20.0,18,103.0,121.0,0.8512396694214877
34,87.0,11153,Dokolo FM,20.0,34,87.0,121.0,0.71900826446281
28,82.0,10983,Dokolo FM,20.0,28,82.0,110.0,0.7454545454545455
40,81.0,10813,Dokolo FM,20.0,40,81.0,121.0,0.6694214876033058
32,89.0,11154,Dokolo FM,20.0,32,89.0,121.0,0.7355371900826446
43,67.0,10984,Dokolo FM,20.0,43,67.0,110.0,0.6090909090909091
31,90.0,11492,Dokolo FM,20.0,31,90.0,121.0,0.743801652892562
16,105.0,11322,Dokolo FM,20.0,16,105.0,121.0,0.8677685950413223
21,89.0,11833,Dokolo FM,20.0,21,89.0,110.0,0.8090909090909091
38,83.0,11663,Dokolo FM,20.0,38,83.0,121.0,0.6859504132231405
66,55.0,11493,Dokolo FM,20.0,66,55.0,121.0,0.45454545454545453
41,80.0,11323,Dokolo FM,20.0,41,80.0,121.0,0.6611570247933884
53,57.0,11834,Dokolo FM,20.0,53,57.0,110.0,0.5181818181818182
33,88.0,11664,Dokolo FM,20.0,33,88.0,121.0,0.7272727272727273
51,70.0,11494,Dokolo FM,20.0,51,70.0,121.0,0.5785123966942148
53,68.0,11324,Dokolo FM,20.0,53,68.0,121.0,0.5619834710743802
50,71.0,10642,Dokolo FM,20.0,50,71.0,121.0,0.5867768595041323
51,70.0,10472,Dokolo FM,20.0,51,70.0,121.0,0.5785123966942148
46,75.0,10302,Dokolo FM,20.0,46,75.0,121.0,0.6198347107438017
55,66.0,10643,Dokolo FM,20.0,55,66.0,121.0,0.5454545454545454
35,86.0,10473,Dokolo FM,20.0,35,86.0,121.0,0.7107438016528925
72,49.0,10303,Dokolo FM,20.0,72,49.0,121.0,0.4049586776859504
64,57.0,10644,Dokolo FM,20.0,64,57.0,121.0,0.47107438016528924
51,70.0,10474,Dokolo FM,20.0,51,70.0,121.0,0.5785123966942148
39,82.0,10304,Dokolo FM,20.0,39,82.0,121.0,0.6776859504132231
58,52.0,10645,Dokolo FM,20.0,58,52.0,110.0,0.4727272727272727
38,83.0,10814,Dokolo FM,20.0,38,83.0,121.0,0.6859504132231405
41,69.0,11155,Dokolo FM,20.0,41,69.0,110.0,0.6272727272727273
33,67.0,10985,Dokolo FM,20.0,33,67.0,100.0,0.67
58,52.0,10815,Dokolo FM,20.0,58,52.0,110.0,0.4727272727272727
29,92.0,11156,Dokolo FM,20.0,29,92.0,121.0,0.7603305785123967
34,76.0,10986,Dokolo FM,20.0,34,76.0,110.0,0.6909090909090909
27,94.0,10816,Dokolo FM,20.0,27,94.0,121.0,0.7768595041322314
42,79.0,11157,Dokolo FM,20.0,42,79.0,121.0,0.6528925619834711
31,79.0,10987,Dokolo FM,20.0,31,79.0,110.0,0.7181818181818181
47,74.0,10817,Dokolo FM,20.0,47,74.0,121.0,0.6115702479338843
52,48.0,11835,Dokolo FM,20.0,52,48.0,100.0,0.48
48,62.0,11665,Dokolo FM,20.0,48,62.0,110.0,0.5636363636363636
36,74.0,11495,Dokolo FM,20.0,36,74.0,110.0,0.6727272727272727
50,60.0,11325,Dokolo FM,20.0,50,60.0,110.0,0.5454545454545454
45,65.0,11836,Dokolo FM,20.0,45,65.0,110.0,0.5909090909090909
52,69.0,11666,Dokolo FM,20.0,52,69.0,121.0,0.5702479338842975
45,76.0,11496,Dokolo FM,20.0,45,76.0,121.0,0.628099173553719
57,64.0,11326,Dokolo FM,20.0,57,64.0,121.0,0.5289256198347108
36,74.0,11837,Dokolo FM,20.0,36,74.0,110.0,0.6727272727272727
45,76.0,11667,Dokolo FM,20.0,45,76.0,121.0,0.628099173553719
57,53.0,10475,Dokolo FM,20.0,57,53.0,110.0,0.4818181818181818
32,78.0,10305,Dokolo FM,20.0,32,78.0,110.0,0.7090909090909091
42,79.0,10646,Dokolo FM,20.0,42,79.0,121.0,0.6528925619834711
48,73.0,10476,Dokolo FM,20.0,48,73.0,121.0,0.6033057851239669
66,55.0,10306,Dokolo FM,20.0,66,55.0,121.0,0.45454545454545453
33,88.0,10647,Dokolo FM,20.0,33,88.0,121.0,0.7272727272727273
75,46.0,10477,Dokolo FM,20.0,75,46.0,121.0,0.38016528925619836
18,103.0,10307,Dokolo FM,20.0,18,103.0,121.0,0.8512396694214877
58,63.0,10648,Dokolo FM,20.0,58,63.0,121.0,0.5206611570247934
71,50.0,10478,Dokolo FM,20.0,71,50.0,121.0,0.4132231404958678
42,79.0,7240,Dokolo FM,20.0,42,79.0,121.0,0.6528925619834711
4,117.0,7579,Dokolo FM,20.0,4,117.0,121.0,0.9669421487603306
1,120.0,7409,Dokolo FM,20.0,1,120.0,121.0,0.9917355371900827
16,105.0,7920,Dokolo FM,20.0,16,105.0,121.0,0.8677685950413223
5,105.0,7750,Dokolo FM,20.0,5,105.0,110.0,0.9545454545454546
54,67.0,7580,Dokolo FM,20.0,54,67.0,121.0,0.5537190082644629
12,109.0,7410,Dokolo FM,20.0,12,109.0,121.0,0.9008264462809917
15,106.0,7921,Dokolo FM,20.0,15,106.0,121.0,0.8760330578512396
56,54.0,7751,Dokolo FM,20.0,56,54.0,110.0,0.4909090909090909
71,50.0,7581,Dokolo FM,20.0,71,50.0,121.0,0.4132231404958678
49,72.0,7411,Dokolo FM,20.0,49,72.0,121.0,0.5950413223140496
36,85.0,8430,Dokolo FM,20.0,36,85.0,121.0,0.7024793388429752
43,78.0,8260,Dokolo FM,20.0,43,78.0,121.0,0.6446280991735537
44,77.0,8090,Dokolo FM,20.0,44,77.0,121.0,0.6363636363636364
26,95.0,8431,Dokolo FM,20.0,26,95.0,121.0,0.7851239669421488
6,115.0,8261,Dokolo FM,20.0,6,115.0,121.0,0.9504132231404959
2,119.0,8091,Dokolo FM,20.0,2,119.0,121.0,0.9834710743801653
54,67.0,8432,Dokolo FM,20.0,54,67.0,121.0,0.5537190082644629
15,106.0,8262,Dokolo FM,20.0,15,106.0,121.0,0.8760330578512396
55,66.0,8092,Dokolo FM,20.0,55,66.0,121.0,0.5454545454545454
30,91.0,8433,Dokolo FM,20.0,30,91.0,121.0,0.7520661157024794
45,76.0,7241,Dokolo FM,20.0,45,76.0,121.0,0.628099173553719
28,93.0,7072,Dokolo FM,20.0,28,93.0,121.0,0.768595041322314
26,95.0,7242,Dokolo FM,20.0,26,95.0,121.0,0.7851239669421488
61,60.0,7073,Dokolo FM,20.0,61,60.0,121.0,0.49586776859504134
43,78.0,7243,Dokolo FM,20.0,43,78.0,121.0,0.6446280991735537
43,78.0,7074,Dokolo FM,20.0,43,78.0,121.0,0.6446280991735537
40,81.0,7922,Dokolo FM,20.0,40,81.0,121.0,0.6694214876033058
28,82.0,7752,Dokolo FM,20.0,28,82.0,110.0,0.7454545454545455
46,75.0,7582,Dokolo FM,20.0,46,75.0,121.0,0.6198347107438017
43,78.0,7412,Dokolo FM,20.0,43,78.0,121.0,0.6446280991735537
47,74.0,7923,Dokolo FM,20.0,47,74.0,121.0,0.6115702479338843
39,71.0,7753,Dokolo FM,20.0,39,71.0,110.0,0.6454545454545455
50,71.0,7583,Dokolo FM,20.0,50,71.0,121.0,0.5867768595041323
38,83.0,7413,Dokolo FM,20.0,38,83.0,121.0,0.6859504132231405
48,62.0,7754,Dokolo FM,20.0,48,62.0,110.0,0.5636363636363636
51,70.0,7584,Dokolo FM,20.0,51,70.0,121.0,0.5785123966942148
33,88.0,8263,Dokolo FM,20.0,33,88.0,121.0,0.7272727272727273
51,70.0,8093,Dokolo FM,20.0,51,70.0,121.0,0.5785123966942148
46,75.0,8434,Dokolo FM,20.0,46,75.0,121.0,0.6198347107438017
57,64.0,8264,Dokolo FM,20.0,57,64.0,121.0,0.5289256198347108
55,66.0,8094,Dokolo FM,20.0,55,66.0,121.0,0.5454545454545454
34,87.0,7924,Dokolo FM,20.0,34,87.0,121.0,0.71900826446281
57,53.0,8435,Dokolo FM,20.0,57,53.0,110.0,0.4818181818181818
46,64.0,8265,Dokolo FM,20.0,46,64.0,110.0,0.5818181818181818
35,75.0,8095,Dokolo FM,20.0,35,75.0,110.0,0.6818181818181818
58,52.0,7925,Dokolo FM,20.0,58,52.0,110.0,0.4727272727272727
63,58.0,7414,Dokolo FM,20.0,63,58.0,121.0,0.4793388429752066
48,52.0,7755,Dokolo FM,20.0,48,52.0,100.0,0.52
55,55.0,7585,Dokolo FM,20.0,55,55.0,110.0,0.5
29,81.0,7415,Dokolo FM,20.0,29,81.0,110.0,0.7363636363636363
45,65.0,7756,Dokolo FM,20.0,45,65.0,110.0,0.5909090909090909
58,63.0,7586,Dokolo FM,20.0,58,63.0,121.0,0.5206611570247934
60,61.0,7416,Dokolo FM,20.0,60,61.0,121.0,0.5041322314049587
30,80.0,7757,Dokolo FM,20.0,30,80.0,110.0,0.7272727272727273
32,89.0,7587,Dokolo FM,20.0,32,89.0,121.0,0.7355371900826446
34,87.0,7417,Dokolo FM,20.0,34,87.0,121.0,0.71900826446281
40,81.0,7244,Dokolo FM,20.0,40,81.0,121.0,0.6694214876033058
0,100.0,6905,Dokolo FM,20.0,0,100.0,100.0,1.0
10,100.0,7075,Dokolo FM,20.0,10,100.0,110.0,0.9090909090909091
34,76.0,7245,Dokolo FM,20.0,34,76.0,110.0,0.6909090909090909
0,110.0,6906,Dokolo FM,20.0,0,110.0,110.0,1.0
6,115.0,7076,Dokolo FM,20.0,6,115.0,121.0,0.9504132231404959
9,112.0,7246,Dokolo FM,20.0,9,112.0,121.0,0.9256198347107438
0,110.0,6907,Dokolo FM,20.0,0,110.0,110.0,1.0
0,121.0,7077,Dokolo FM,20.0,0,121.0,121.0,1.0
0,121.0,7247,Dokolo FM,20.0,0,121.0,121.0,1.0
45,76.0,8436,Dokolo FM,20.0,45,76.0,121.0,0.628099173553719
44,77.0,8266,Dokolo FM,20.0,44,77.0,121.0,0.6363636363636364
42,79.0,8096,Dokolo FM,20.0,42,79.0,121.0,0.6528925619834711
56,65.0,7926,Dokolo FM,20.0,56,65.0,121.0,0.5371900826446281
40,81.0,8437,Dokolo FM,20.0,40,81.0,121.0,0.6694214876033058
55,66.0,8267,Dokolo FM,20.0,55,66.0,121.0,0.5454545454545454
43,78.0,8097,Dokolo FM,20.0,43,78.0,121.0,0.6446280991735537
57,64.0,7927,Dokolo FM,20.0,57,64.0,121.0,0.5289256198347108
25,96.0,8438,Dokolo FM,20.0,25,96.0,121.0,0.7933884297520661
62,59.0,8268,Dokolo FM,20.0,62,59.0,121.0,0.48760330578512395
83,38.0,8098,Dokolo FM,20.0,83,38.0,121.0,0.3140495867768595
50,71.0,7928,Dokolo FM,20.0,50,71.0,121.0,0.5867768595041323
42,79.0,8439,Dokolo FM,20.0,42,79.0,121.0,0.6528925619834711
48,73.0,8269,Dokolo FM,20.0,48,73.0,121.0,0.6033057851239669
35,86.0,8099,Dokolo FM,20.0,35,86.0,121.0,0.7107438016528925
29,92.0,7929,Dokolo FM,20.0,29,92.0,121.0,0.7603305785123967
56,65.0,8440,Dokolo FM,20.0,56,65.0,121.0,0.5371900826446281
67,54.0,8270,Dokolo FM,20.0,67,54.0,121.0,0.4462809917355372
45,76.0,8100,Dokolo FM,20.0,45,76.0,121.0,0.628099173553719
12,109.0,7930,Dokolo FM,20.0,12,109.0,121.0,0.9008264462809917
46,64.0,9795,Dokolo FM,20.0,46,64.0,110.0,0.5818181818181818
43,67.0,9625,Dokolo FM,20.0,43,67.0,110.0,0.6090909090909091
55,55.0,10136,Dokolo FM,20.0,55,55.0,110.0,0.5
40,81.0,9966,Dokolo FM,20.0,40,81.0,121.0,0.6694214876033058
36,85.0,9796,Dokolo FM,20.0,36,85.0,121.0,0.7024793388429752
32,89.0,9626,Dokolo FM,20.0,32,89.0,121.0,0.7355371900826446
10,100.0,10137,Dokolo FM,20.0,10,100.0,110.0,0.9090909090909091
69,52.0,9967,Dokolo FM,20.0,69,52.0,121.0,0.4297520661157025
75,46.0,9797,Dokolo FM,20.0,75,46.0,121.0,0.38016528925619836
46,75.0,9627,Dokolo FM,20.0,46,75.0,121.0,0.6198347107438017
40,70.0,10138,Dokolo FM,20.0,40,70.0,110.0,0.6363636363636364
30,91.0,9968,Dokolo FM,20.0,30,91.0,121.0,0.7520661157024794
35,86.0,9798,Dokolo FM,20.0,35,86.0,121.0,0.7107438016528925
47,74.0,9628,Dokolo FM,20.0,47,74.0,121.0,0.6115702479338843
35,75.0,10139,Dokolo FM,20.0,35,75.0,110.0,0.6818181818181818
79,42.0,9969,Dokolo FM,20.0,79,42.0,121.0,0.34710743801652894
51,70.0,9799,Dokolo FM,20.0,51,70.0,121.0,0.5785123966942148
25,96.0,9629,Dokolo FM,20.0,25,96.0,121.0,0.7933884297520661
28,82.0,10140,Dokolo FM,20.0,28,82.0,110.0,0.7454545454545455
9,112.0,9970,Dokolo FM,20.0,9,112.0,121.0,0.9256198347107438
45,65.0,9458,Dokolo FM,20.0,45,65.0,110.0,0.5909090909090909
40,81.0,9288,Dokolo FM,20.0,40,81.0,121.0,0.6694214876033058
49,72.0,9118,Dokolo FM,20.0,49,72.0,121.0,0.5950413223140496
33,77.0,9459,Dokolo FM,20.0,33,77.0,110.0,0.7
71,50.0,9289,Dokolo FM,20.0,71,50.0,121.0,0.4132231404958678
17,104.0,9119,Dokolo FM,20.0,17,104.0,121.0,0.859504132231405
0,110.0,9460,Dokolo FM,20.0,0,110.0,110.0,1.0
21,100.0,9290,Dokolo FM,20.0,21,100.0,121.0,0.8264462809917356
6,115.0,9120,Dokolo FM,20.0,6,115.0,121.0,0.9504132231404959
16,94.0,9461,Dokolo FM,20.0,16,94.0,110.0,0.8545454545454545
56,65.0,8948,Dokolo FM,20.0,56,65.0,121.0,0.5371900826446281
60,61.0,8778,Dokolo FM,20.0,60,61.0,121.0,0.5041322314049587
15,95.0,8608,Dokolo FM,20.0,15,95.0,110.0,0.8636363636363636
40,81.0,8949,Dokolo FM,20.0,40,81.0,121.0,0.6694214876033058
45,76.0,8779,Dokolo FM,20.0,45,76.0,121.0,0.628099173553719
12,98.0,8609,Dokolo FM,20.0,12,98.0,110.0,0.8909090909090909
3,118.0,8950,Dokolo FM,20.0,3,118.0,121.0,0.9752066115702479
39,82.0,8780,Dokolo FM,20.0,39,82.0,121.0,0.6776859504132231
55,55.0,8610,Dokolo FM,20.0,55,55.0,110.0,0.5
0,121.0,8951,Dokolo FM,20.0,0,121.0,121.0,1.0
8,113.0,9800,Dokolo FM,20.0,8,113.0,121.0,0.9338842975206612
1,120.0,9630,Dokolo FM,20.0,1,120.0,121.0,0.9917355371900827
0,110.0,10141,Dokolo FM,20.0,0,110.0,110.0,1.0
1,120.0,9971,Dokolo FM,20.0,1,120.0,121.0,0.9917355371900827
58,63.0,9801,Dokolo FM,20.0,58,63.0,121.0,0.5206611570247934
38,83.0,9631,Dokolo FM,20.0,38,83.0,121.0,0.6859504132231405
0,100.0,10142,Dokolo FM,20.0,0,100.0,100.0,1.0
7,103.0,9972,Dokolo FM,20.0,7,103.0,110.0,0.9363636363636364
60,50.0,9802,Dokolo FM,20.0,60,50.0,110.0,0.45454545454545453
58,52.0,9632,Dokolo FM,20.0,58,52.0,110.0,0.4727272727272727
17,104.0,9291,Dokolo FM,20.0,17,104.0,121.0,0.859504132231405
4,117.0,9121,Dokolo FM,20.0,4,117.0,121.0,0.9669421487603306
53,47.0,9462,Dokolo FM,20.0,53,47.0,100.0,0.47
48,62.0,9292,Dokolo FM,20.0,48,62.0,110.0,0.5636363636363636
43,67.0,9122,Dokolo FM,20.0,43,67.0,110.0,0.6090909090909091
39,71.0,9463,Dokolo FM,20.0,39,71.0,110.0,0.6454545454545455
59,62.0,9293,Dokolo FM,20.0,59,62.0,121.0,0.512396694214876
35,86.0,9123,Dokolo FM,20.0,35,86.0,121.0,0.7107438016528925
30,80.0,9464,Dokolo FM,20.0,30,80.0,110.0,0.7272727272727273
44,77.0,9294,Dokolo FM,20.0,44,77.0,121.0,0.6363636363636364
14,107.0,8781,Dokolo FM,20.0,14,107.0,121.0,0.8842975206611571
56,54.0,8611,Dokolo FM,20.0,56,54.0,110.0,0.4909090909090909
29,81.0,8952,Dokolo FM,20.0,29,81.0,110.0,0.7363636363636363
1,109.0,8782,Dokolo FM,20.0,1,109.0,110.0,0.990909090909091
9,91.0,8612,Dokolo FM,20.0,9,91.0,100.0,0.91
32,89.0,8953,Dokolo FM,20.0,32,89.0,121.0,0.7355371900826446
0,121.0,8783,Dokolo FM,20.0,0,121.0,121.0,1.0
0,110.0,8613,Dokolo FM,20.0,0,110.0,110.0,1.0
40,81.0,8954,Dokolo FM,20.0,40,81.0,121.0,0.6694214876033058
8,113.0,8784,Dokolo FM,20.0,8,113.0,121.0,0.9338842975206612
25,85.0,10143,Dokolo FM,20.0,25,85.0,110.0,0.7727272727272727
42,79.0,9973,Dokolo FM,20.0,42,79.0,121.0,0.6528925619834711
48,73.0,9803,Dokolo FM,20.0,48,73.0,121.0,0.6033057851239669
40,81.0,9633,Dokolo FM,20.0,40,81.0,121.0,0.6694214876033058
42,68.0,10144,Dokolo FM,20.0,42,68.0,110.0,0.6181818181818182
34,87.0,9974,Dokolo FM,20.0,34,87.0,121.0,0.71900826446281
45,76.0,9804,Dokolo FM,20.0,45,76.0,121.0,0.628099173553719
49,72.0,9634,Dokolo FM,20.0,49,72.0,121.0,0.5950413223140496
34,76.0,10145,Dokolo FM,20.0,34,76.0,110.0,0.6909090909090909
35,86.0,9975,Dokolo FM,20.0,35,86.0,121.0,0.7107438016528925
37,84.0,9124,Dokolo FM,20.0,37,84.0,121.0,0.6942148760330579
61,49.0,9465,Dokolo FM,20.0,61,49.0,110.0,0.44545454545454544
63,58.0,9295,Dokolo FM,20.0,63,58.0,121.0,0.4793388429752066
55,66.0,9125,Dokolo FM,20.0,55,66.0,121.0,0.5454545454545454
31,79.0,9466,Dokolo FM,20.0,31,79.0,110.0,0.7181818181818181
52,69.0,9296,Dokolo FM,20.0,52,69.0,121.0,0.5702479338842975
38,83.0,9126,Dokolo FM,20.0,38,83.0,121.0,0.6859504132231405
44,66.0,9467,Dokolo FM,20.0,44,66.0,110.0,0.6
36,85.0,9297,Dokolo FM,20.0,36,85.0,121.0,0.7024793388429752
40,81.0,9127,Dokolo FM,20.0,40,81.0,121.0,0.6694214876033058
0,110.0,8614,Dokolo FM,20.0,0,110.0,110.0,1.0
9,112.0,8955,Dokolo FM,20.0,9,112.0,121.0,0.9256198347107438
4,117.0,8785,Dokolo FM,20.0,4,117.0,121.0,0.9669421487603306
50,60.0,8615,Dokolo FM,20.0,50,60.0,110.0,0.5454545454545454
11,110.0,8956,Dokolo FM,20.0,11,110.0,121.0,0.9090909090909091
61,60.0,8786,Dokolo FM,20.0,61,60.0,121.0,0.49586776859504134
56,54.0,8616,Dokolo FM,20.0,56,54.0,110.0,0.4909090909090909
50,71.0,8957,Dokolo FM,20.0,50,71.0,121.0,0.5867768595041323
31,90.0,8787,Dokolo FM,20.0,31,90.0,121.0,0.743801652892562
54,56.0,8617,Dokolo FM,20.0,54,56.0,110.0,0.509090909090909
55,66.0,11497,Dokolo FM,20.0,55,66.0,121.0,0.5454545454545454
55,66.0,11327,Dokolo FM,20.0,55,66.0,121.0,0.5454545454545454
18,92.0,11838,Dokolo FM,20.0,18,92.0,110.0,0.8363636363636363
40,81.0,11668,Dokolo FM,20.0,40,81.0,121.0,0.6694214876033058
20,101.0,11498,Dokolo FM,20.0,20,101.0,121.0,0.8347107438016529
45,76.0,11328,Dokolo FM,20.0,45,76.0,121.0,0.628099173553719
44,66.0,11839,Dokolo FM,20.0,44,66.0,110.0,0.6
51,70.0,11669,Dokolo FM,20.0,51,70.0,121.0,0.5785123966942148
50,71.0,11499,Dokolo FM,20.0,50,71.0,121.0,0.5867768595041323
34,87.0,11329,Dokolo FM,20.0,34,87.0,121.0,0.71900826446281
40,81.0,11158,Dokolo FM,20.0,40,81.0,121.0,0.6694214876033058
21,89.0,10988,Dokolo FM,20.0,21,89.0,110.0,0.8090909090909091
22,99.0,10818,Dokolo FM,20.0,22,99.0,121.0,0.8181818181818182
26,95.0,11159,Dokolo FM,20.0,26,95.0,121.0,0.7851239669421488
51,59.0,10989,Dokolo FM,20.0,51,59.0,110.0,0.5363636363636364
46,75.0,10819,Dokolo FM,20.0,46,75.0,121.0,0.6198347107438017
43,78.0,11160,Dokolo FM,20.0,43,78.0,121.0,0.6446280991735537
43,67.0,10990,Dokolo FM,20.0,43,67.0,110.0,0.6090909090909091
60,61.0,10820,Dokolo FM,20.0,60,61.0,121.0,0.5041322314049587
28,93.0,11161,Dokolo FM,20.0,28,93.0,121.0,0.768595041322314
31,90.0,10308,Dokolo FM,20.0,31,90.0,121.0,0.743801652892562
55,66.0,10649,Dokolo FM,20.0,55,66.0,121.0,0.5454545454545454
83,38.0,10479,Dokolo FM,20.0,83,38.0,121.0,0.3140495867768595
53,68.0,10309,Dokolo FM,20.0,53,68.0,121.0,0.5619834710743802
63,58.0,10650,Dokolo FM,20.0,63,58.0,121.0,0.4793388429752066
82,39.0,10480,Dokolo FM,20.0,82,39.0,121.0,0.32231404958677684
91,30.0,10310,Dokolo FM,20.0,91,30.0,121.0,0.24793388429752067
49,72.0,10651,Dokolo FM,20.0,49,72.0,121.0,0.5950413223140496
42,79.0,10481,Dokolo FM,20.0,42,79.0,121.0,0.6528925619834711
21,100.0,10311,Dokolo FM,20.0,21,100.0,121.0,0.8264462809917356
26,84.0,11840,Dokolo FM,20.0,26,84.0,110.0,0.7636363636363637
40,81.0,11670,Dokolo FM,20.0,40,81.0,121.0,0.6694214876033058
28,93.0,11500,Dokolo FM,20.0,28,93.0,121.0,0.768595041322314
62,59.0,11330,Dokolo FM,20.0,62,59.0,121.0,0.48760330578512395
29,81.0,11841,Dokolo FM,20.0,29,81.0,110.0,0.7363636363636363
62,59.0,11671,Dokolo FM,20.0,62,59.0,121.0,0.48760330578512395
42,79.0,11501,Dokolo FM,20.0,42,79.0,121.0,0.6528925619834711
61,60.0,11331,Dokolo FM,20.0,61,60.0,121.0,0.49586776859504134
39,61.0,11842,Dokolo FM,20.0,39,61.0,100.0,0.61
49,61.0,11672,Dokolo FM,20.0,49,61.0,110.0,0.5545454545454546
42,68.0,10991,Dokolo FM,20.0,42,68.0,110.0,0.6181818181818182
49,72.0,10821,Dokolo FM,20.0,49,72.0,121.0,0.5950413223140496
34,76.0,11162,Dokolo FM,20.0,34,76.0,110.0,0.6909090909090909
24,76.0,10992,Dokolo FM,20.0,24,76.0,100.0,0.76
44,66.0,10822,Dokolo FM,20.0,44,66.0,110.0,0.6
43,78.0,11163,Dokolo FM,20.0,43,78.0,121.0,0.6446280991735537
48,62.0,10993,Dokolo FM,20.0,48,62.0,110.0,0.5636363636363636
41,80.0,10823,Dokolo FM,20.0,41,80.0,121.0,0.6611570247933884
30,91.0,11164,Dokolo FM,20.0,30,91.0,121.0,0.7520661157024794
38,72.0,10994,Dokolo FM,20.0,38,72.0,110.0,0.6545454545454545
44,66.0,11502,Dokolo FM,20.0,44,66.0,110.0,0.6
